DBN,SCHOOL NAME.x,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,SCHOOL NAME.y,avg_class_size,Name,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,School Name,Total Cohort,grads_percent,dropout_percent,school_name,boro,Location 1,coordinates,lat,long
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,131,414,425,400,1239,JACQUELINE K. ONASSIS HS,80,118,29,1.475,24.576271186440678,Jacqueline Kennedy Onassis High School,26,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,73,724,9.8,13.7,30,5.1,22.7,69.9,1.8,40.6,59.4,JACQUELINE KENNEDY ONASSIS HIGH SCHOO,148,64.9,10.1,Jacqueline Kennedy Onassis High School,Manhattan,"120 West 46 Street
New York, NY 10036
(40.75775738600049, -73.98318779299967)","(40.75775738600049, -73.98318779299967)",40.7577573860004,-73.98318779299967
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,42,429,404,420,1253,NA,NA,NA,NA,NA,NA,Repertory Company High School for Theatre Arts,24,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,65.3,217,0.5,5.1,0,1.4,47.9,42.4,7.4,21.2,78.8,REPERTORY COMPANY HIGH SCHOOL FOR THE,49,85.7,8.200000000000001,Repertory Company High School for Theatre Arts,Manhattan,"123 West 43 Street
New York, NY 10036
(40.7559425820005, -73.98456770199965)","(40.7559425820005, -73.98456770199965)",40.755942582,-73.98456770199965
02M542,MANHATTAN BRIDGES HIGH SCHOOL,66,336,378,344,1058,Manhattan Bridges High School,67,102,59,1.5223880597014925,57.84313725490197,Manhattan Bridges High School,23,MANHATTAN BRIDGES HIGH SCHOOL,83.5,541,72.6,1.7,5,0.2,0,99.8,0,51.4,48.6,MANHATTAN BRIDGES HIGH SCHOOL,111,69.4,13.5,Manhattan Bridges High School,Manhattan,"525 West 50Th Street
New York, NY 10019
(40.76502670800045, -73.99251657799965)","(40.76502670800045, -73.99251657799965)",40.7650267080004,-73.99251657799965
02M543,NEW DESIGN HIGH SCHOOL,73,391,395,382,1168,NA,NA,NA,NA,NA,NA,New Design High School,23,NEW DESIGN HIGH SCHOOL,66.1,423,5.4,17.5,9,3.8,30.3,62.2,2.6,38.3,61.7,NEW DESIGN HIGH SCHOOL,101,67.3,7.9,New Design High School,Manhattan,"350 Grand Street
New York, NY 10002
(40.71686722400045, -73.98953194299963)","(40.71686722400045, -73.98953194299963)",40.7168672240004,-73.98953194299963
02M544,INDEPENDENCE HIGH SCHOOL,14,389,371,335,1095,NA,NA,NA,NA,NA,NA,Independence High School,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INDEPENDENCE HIGH SCHOOL,145,17.2,13.1,NA,NA,NA,NA,NA,NA
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,78,412,581,431,1424,High School for Dual Language and Asian Studies,61,96,89,1.5737704918032787,92.70833333333334,High School for Dual Language and Asian Studies,22,HIGH SCHOOL FOR DUAL LANGUAGE & ASIAN STUDIES,82.6,353,38.2,2.3,0,89.5,3.4,4,2.3,51.3,48.7,HIGH SCHOOL FOR DUAL LANGUAGE AND ASI,54,92.6,0,High School for Dual Language and Asian Studies,Manhattan,"350 Grand Street
New York, NY 10002
(40.71686722400045, -73.98953194299963)","(40.71686722400045, -73.98953194299963)",40.7168672240004,-73.98953194299963
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,26,368,436,352,1156,NA,NA,NA,NA,NA,NA,Liberty High School Academy for Newcomers,19,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,79.5,397,90.2,2,0,25.7,19.9,42.1,11.8,61,39,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCO,97,49.5,19.6,NA,NA,NA,NA,NA,NA
02M551,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,77,405,423,384,1212,HARBOR HIGH SCHOOL,7,7,NA,1,NA,The Urban Assembly New York Harbor School,24,NEW YORK HARBOR SCHOOL,73.5,430,4.2,17.9,12,2.3,37.4,49.3,10.2,60.9,39.1,THE HARBOR HS,77,80.5,18.2,Urban Assembly New York Harbor School,Manhattan,"550 Wheeler Avenue
Manhattan, NY 10004
(40.690787629000454, -74.01975732599965)","(40.690787629000454, -74.01975732599965)",40.69078762900045,-74.01975732599965
02M560,HIGH SCHOOL M560 s CITY AS SCHOOL,56,498,440,477,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIGH SCHOOL M560 - CITY AS SCHOOL,235,45.1,0.9,NA,NA,NA,NA,NA,NA
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,30,527,508,512,1547,NA,NA,NA,NA,NA,NA,NA,NA,URBAN ACADEMY LABORATORY HIGH SCHOOL,32.1,157,1.3,0,NA,5.1,33.8,38.2,20.4,40.8,59.2,URBAN ACADEMY LABORATORY HIGH SCHOOL,46,41.3,2.2,NA,NA,NA,NA,NA,NA
02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,1032,NA,NA,NA,NA,NA,NA,NA,NA,SATELLITE ACADEMY HIGH SCHOOL,72.8,248,6.5,14.1,2,1.6,35.1,59.7,2.8,38.7,61.3,SATELLITE ACADEMY HIGH SCHOOL,379,12.7,10.8,NA,NA,NA,NA,NA,NA
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,121,345,517,343,1205,MANHATTAN COMP.NIGHT H.S.,58,100,61,1.7241379310344827,61,Manhattan Comprehensive Night and Day High School,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANHATTAN COMPREHENSIVE NIGHT AND DAY,260,45.4,16.9,NA,NA,NA,NA,NA,NA
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,1195,R.R.GREEN HS OF TEACHING,67,117,40,1.7462686567164178,34.18803418803419,Richard R. Green High School of Teaching,26,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,67,610,6.4,21.8,16,2.3,35.1,59.3,2.3,32.6,67.4,RICHARD R. GREEN HIGH SCHOOL OF TEACH,134,64.9,11.2,Richard R. Green High School of Teaching,Manhattan,"26 Broadway
New York, NY 10004
(40.70523493900049, -74.01331503999967)","(40.70523493900049, -74.01331503999967)",40.7052349390004,-74.01331503999967
02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,1303,NA,NA,NA,NA,NA,NA,Harvey Milk High School,14,HARVEY MILK HIGH SCHOOL,75.7,68,1.5,22.1,0,5.9,38.2,39.7,16.2,47.1,52.9,HARVEY MILK HIGH SCHOOL,30,40,23.3,NA,NA,NA,NA,NA,NA
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,1257,HS FOR FASHION INDUSTRIES,70,87,26,1.2428571428571429,29.88505747126437,The High School of Fashion Industries,31,THE HIGH SCHOOL OF FASHION INDUSTRIES,68.3,1599,2.8,11.5,42,3.8,39.1,52.3,4.1,7.3,92.7,THE HIGH SCHOOL OF FASHION INDUSTRIES,416,87.7,2.4,The High School of Fashion Industries,Manhattan,"225 West 24 Street
New York, NY 10011
(40.74511157100045, -73.99590641999964)","(40.74511157100045, -73.99590641999964)",40.7451115710004,-73.99590641999964
02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,1255,NA,NA,NA,NA,NA,NA,Humanities Preparatory Academy,24,HUMANITIES PREPARATORY ACADEMY,54,192,1,6.8,0,7.3,21.9,57.8,11.5,42.7,57.3,HUMANITIES PREPARATORY ACADEMY,48,81.3,2.1,Humanities Preparatory Academy,Manhattan,"351 West 18 Street
New York, NY 10011
(40.74288810100046, -74.00212738099964)","(40.74288810100046, -74.00212738099964)",40.7428881010004,-74.00212738099964
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,1207,CHELSEA VHS,52,97,13,1.8653846153846154,13.402061855670103,Chelsea Career and Technical Education High School,25,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHO,69.8,466,6.2,15.7,10,7.1,29.6,60.5,1.5,65,35,CHELSEA CAREER AND TECHNICAL EDUCATIO,173,48,24.9,Chelsea Career and Technical Education High School,Manhattan,"131 Avenue Of The Americas
New York, NY 10013
(40.72435287400049, -74.00475929199968)","(40.72435287400049, -74.00475929199968)",40.7243528740004,-74.00475929199968
02M620,NORMAN THOMAS HIGH SCHOOL,154,370,379,359,1108,NORMAN THOMAS H.S.,34,34,14,1,41.17647058823529,Norman Thomas High School,24,NORMAN THOMAS HIGH SCHOOL,81.1,1127,19.3,15.5,66,1.6,25.6,70.6,2,52,48,NORMAN THOMAS HIGH SCHOOL,464,47.8,22.6,NA,NA,NA,NA,NA,NA
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191,395,382,376,1153,HS COMMUNICATION GRAPHIC ART,79,85,9,1.0759493670886076,10.588235294117647,High School of Graphic Communication Arts,27,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,72.7,1433,9.1,17.2,78,3.1,30.3,63.8,2.6,46.5,53.5,HIGH SCHOOL OF GRAPHIC COMMUNICATION,407,49.6,25.1,NA,NA,NA,NA,NA,NA
02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,1315,HS OF ART AND DESIGN,84,100,33,1.1904761904761905,33,Art and Design High School,29,ART AND DESIGN HIGH SCHOOL,53.3,1344,1.6,11.1,32,9,26.8,51,12.6,46.7,53.3,ART AND DESIGN HIGH SCHOOL,320,67.5,6.9,Art and Design High School,Manhattan,"231-249 East 56 Street
New York, NY 10019
(40.76540154100047, -73.98176824599966)","(40.76540154100047, -73.98176824599966)",40.7654015410004,-73.98176824599966
02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,1236,LIFE SCIENCES SECONDARY SCHL,50,90,10,1.8,11.11111111111111,Life Sciences Secondary School,24,LIFE SCIENCES SECONDARY SCHOOL,70.3,717,7.9,19.7,43,3.3,28.6,64.3,2.4,51.6,48.4,LIFE SCIENCES SECONDARY SCHOOL,118,79.7,5.9,Life Sciences Secondary School,Manhattan,"320 East 96 Street
New York, NY 10128
(40.78364426000047, -73.94574177699963)","(40.78364426000047, -73.94574177699963)",40.7836442600004,-73.94574177699963
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27,406,379,408,1193,NA,NA,NA,NA,NA,NA,Manhattan Theatre Lab High School,27,MANHATTAN THEATRE LAB HIGH SCHOOL,59.6,409,8.6,10.5,26,1.7,46,49.4,2.2,31.8,68.2,MANHATTAN THEATRE LAB HIGH SCHOOL,74,55.4,8.1,NA,NA,NA,NA,NA,NA
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,NA,NA,NA,NA,NA,NA,"High School for Arts, Imagination and Inquiry",24,HIGH SCHOOL FOR ARTS IMAGINATION AND INQUIRY,66.4,418,14.4,19.6,13,1,37.3,58.9,1.4,55.7,44.3,HIGH SCHOOL FOR ARTS  IMAGINATION AND,89,61.8,7.9,"High School for Arts, Imagination and Inquiry",Manhattan,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)","(40.77429641100048, -73.98482270099964)",40.7742964110004,-73.98482270099964
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,NA,NA,NA,NA,NA,NA,"Urban Assembly School for Media Studies, The",20,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,68.8,366,12.8,15.3,10,2.2,37.4,56,3,57.9,42.1,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDI,100,60,19,"Urban Assembly School for Media Studies, The",Manhattan,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)","(40.77429641100048, -73.98482270099964)",40.7742964110004,-73.98482270099964
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,10,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,73.2,283,25.1,21.6,9,1.8,19.8,76,1.8,56.9,43.1,NA,NA,NA,NA,The Urban Assembly School for Green Careers,Manhattan,"145 West 84 Street
New York, NY 10024
(40.78574315700047, -73.97441522799966)","(40.78574315700047, -73.97441522799966)",40.7857431570004,-73.97441522799966
03M403,THE GLOBAL LEARNING COLLABORATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THE GLOBAL LEARNING COLLABORATIVE,25,THE GLOBAL LEARNING COLLABORATIVE,68.4,358,19.3,19.3,7,3.6,27.7,62.6,5.9,51.4,48.6,NA,NA,NA,NA,The Global Learning Collaborative,Manhattan,"145 West 84 Street
New York, NY 10024
(40.78574315700047, -73.97441522799966)","(40.78574315700047, -73.97441522799966)",40.7857431570004,-73.97441522799966
03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,1200,NA,NA,NA,NA,NA,NA,INNOVATION DIPLOMA PLUS,17,INNOVATION DIPLOMA PLUS,50.4,199,3.5,10.1,0,48.7,33.2,16.6,1.5,47.7,52.3,INNOVATION DIPLOMA PLUS,39,28.2,5.1,NA,NA,NA,NA,NA,NA
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,1109,WADLEIGH ARTS HIGH SCHOOL,65,73,NA,1.123076923076923,NA,Wadleigh Secondary School for the Performing & Visual Arts,24,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & V,76.6,516,7.4,18.8,60,0.4,59.9,38.8,0.8,38.4,61.6,WADLEIGH SECONDARY SCHOOL FOR THE PER,127,55.9,1.6,Wadleigh Secondary School for the Performing & Visual Arts,Manhattan,"215 West 114 Street
New York, NY 10026
(40.802174581000486, -73.95400882799964)","(40.802174581000486, -73.95400882799964)",40.80217458100048,-73.95400882799964
03M417,FRANK MCCOURT HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANK McCOURT HIGH SCHOOL,25,FRANK MCCOURT HIGH SCHOOL,24,219,0.9,17.4,0,6.8,18.3,37,37,46.6,53.4,NA,NA,NA,NA,FRANK McCOURT HIGH SCHOOL,Manhattan,"145 West 84 Street
New York, NY 10024
(40.78574315700047, -73.97441522799966)","(40.78574315700047, -73.97441522799966)",40.7857431570004,-73.97441522799966
03M470,LOUIS D. BRANDEIS HIGH SCHOOL,131,370,390,358,1118,LOUIS D. BRANDEIS HS,48,70,6,1.4583333333333333,8.571428571428571,Louis D. Brandeis High School,22,LOUIS D. BRANDEIS HIGH SCHOOL,68.6,291,27.8,10.7,8,2.1,29.6,67.4,1,50.5,49.5,LOUIS D. BRANDEIS HIGH SCHOOL,521,35.5,23,NA,NA,NA,NA,NA,NA
03M479,BEACON HIGH SCHOOL,261,577,575,592,1744,BEACON SCHOOL,166,197,140,1.1867469879518073,71.06598984771574,Beacon High School,31,BEACON HIGH SCHOOL,18.4,1162,0.2,3.7,0,8.9,14.6,22.8,49.8,39,61,BEACON HIGH SCHOOL,269,96.3,0,Beacon High School,Manhattan,"227-243 West 61St Street
New York, NY 10023
(40.772158119000494, -73.98779653499963)","(40.772158119000494, -73.98779653499963)",40.77215811900049,-73.98779653499963
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,1707,FIORELLO H.LAGUARDIA HS,691,1236,790,1.788712011577424,63.915857605178,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,31,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART,21.7,2605,0.2,1,0,19.6,12.9,16.6,49.2,26.4,73.6,FIORELLO H. LAGUARDIA HIGH SCHOOL OF,646,97.1,0.9,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Manhattan,"100 Amsterdam Avenue
New York, NY 10023
(40.773670507000475, -73.98526855799963)","(40.773670507000475, -73.98526855799963)",40.77367050700047,-73.98526855799963
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,NA,NA,NA,NA,NA,NA,"High School for Law, Advocacy and Community Justice",23,HIGH SCHOOL FOR LAW ADVOCACY AND COMMUNITY JUSTI,79.9,541,10.5,15.5,38,1.3,46.2,48.1,1.8,40.1,59.9,HIGH SCHOOL FOR LAW  ADVOCACY AND COM,107,75.7,9.300000000000002,"High School for Law, Advocacy and Community Justice",Manhattan,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)","(40.77429641100048, -73.98482270099964)",40.7742964110004,-73.98482270099964
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,1277,"MLK, JR HS FOR ARTS & TECH",38,38,6,1,15.789473684210526,High School of Arts and Technology,28,HIGH SCHOOL OF ARTS AND TECHNOLOGY,79.8,603,10.4,17.2,26,5,34.8,57.2,2.3,67.7,32.3,HIGH SCHOOL OF ARTS AND TECHNOLOGY,137,62.8,6.6,High School of Arts and Technology,Manhattan,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)","(40.77429641100048, -73.98482270099964)",40.7742964110004,-73.98482270099964
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,1121,NA,NA,NA,NA,NA,NA,Edward A. Reynolds West Side High School,21,EDWARD A.REYNOLDS WEST SIDE HIGH  SCHOOL,70.5,564,7.8,23,20,0.5,34.6,64.4,0.5,44.3,55.7,EDWARD A. REYNOLDS WEST SIDE HIGH SCH,200,27.5,6.5,NA,NA,NA,NA,NA,NA
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,1446,NA,NA,NA,NA,NA,NA,Manhattan / Hunter Science High School,22,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,55.2,453,1.3,3.8,0,25.6,21.4,41.5,10.2,41.1,58.9,MANHATTAN / HUNTER SCIENCE HIGH SCHOO,90,93.3,1.1,Manhattan / Hunter Science High School,Manhattan,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)","(40.77429641100048, -73.98482270099964)",40.7742964110004,-73.98482270099964
03M577,YOUNG ADULT BOROUGH CENTER AT LOUIS D. BRANDEIS HS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,1096,FREDERICK DOUGLASS ACADEMY II,11,11,NA,1,NA,Frederick Douglass Academy II Secondary School,22,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,64.2,413,5.8,20.8,24,0.7,77.7,18.9,1.5,54.2,45.8,FREDERICK DOUGLASS ACADEMY II SECONDA,54,74.1,13,Frederick Douglass Academy II Secondary School,Manhattan,"215 West 114 Street
New York, NY 10026
(40.802174581000486, -73.95400882799964)","(40.802174581000486, -73.95400882799964)",40.80217458100048,-73.95400882799964
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,1084,COALITION SCHL FOR SOCIAL CHG,18,18,NA,1,NA,Coalition School for Social Change,21,COALITION SCHOOL FOR SOCIAL CHANGE,71.8,349,9.7,24.4,17,0.9,39.3,58.7,0.9,44.4,55.6,COALITION SCHOOL FOR SOCIAL CHANGE,76,65.8,13.2,Coalition School for Social Change,Manhattan,"2351 1St Avenue
New York, NY 10035
(40.7988651820005, -73.93336559699964)","(40.7988651820005, -73.93336559699964)",40.798865182,-73.93336559699964
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,1430,MANHATTAN CENTER-SCIENCE&MATH,328,426,261,1.298780487804878,61.267605633802816,Manhattan Center for Science and Mathematics,31,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,71.6,1650,2.7,5.8,29,20.1,19.7,57.4,2.2,46.4,53.6,MANHATTAN CENTER FOR SCIENCE AND MATH,381,87.7,1.3,Manhattan Center for Science and Mathematics,Manhattan,"260 Pleasant Avenue
New York, NY 10029
(40.793741706000446, -73.93408414199968)","(40.793741706000446, -73.93408414199968)",40.79374170600044,-73.93408414199968
04M495,PARK EAST HIGH SCHOOL,51,373,379,376,1128,PARK EAST H.S.,NA,NA,NA,NA,NA,Park East High School,19,PARK EAST HIGH SCHOOL,76.8,349,4.3,10.6,3,4.9,33.2,59.6,0.3,42.1,57.9,PARK EAST HIGH SCHOOL,92,57.6,10.9,Park East High School,Manhattan,"230 East 105 Street
New York, NY 10029
(40.7905626000005, -73.94445440799967)","(40.7905626000005, -73.94445440799967)",40.7905626,-73.94445440799967
04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,1221,CENTRAL PARK EAST H.S.,NA,NA,NA,NA,NA,Central Park East High School,25,CENTRAL PARK EAST SECONDARY HIGH SCHOOL,70.4,445,4,13.5,5,6.5,26.7,64.5,1.6,32.1,67.9,CENTRAL PARK EAST HIGH SCHOOL,63,66.7,11.1,Central Park East High School,Manhattan,"1573 Madison Avenue
New York, NY 10029
(40.79367888200045, -73.94941649499964)","(40.79367888200045, -73.94941649499964)",40.7936788820004,-73.94941649499964
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,THE YOUNG WOMEN'S LEADERSHIP SCHOOL OF EAST HARLEM,41,55,29,1.3414634146341464,52.72727272727272,Young Women's Leadership School,26,YOUNG WOMEN'S LEADERSHIP SCHOOL,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,YOUNG WOMEN'S LEADERSHIP SCHOOL,55,100,0,Young Women's Leadership School,Manhattan,"105 East 106 Street
New York, NY 10029
(40.79270695600047, -73.94729966199964)","(40.79270695600047, -73.94729966199964)",40.7927069560004,-73.94729966199964
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,YOUNG WOMEN'S LEADERSHIP SCH,NA,NA,NA,NA,NA,Young Women's Leadership School,26,YOUNG WOMEN'S LEADERSHIP SCHOOL,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,YOUNG WOMEN'S LEADERSHIP SCHOOL,55,100,0,Young Women's Leadership School,Manhattan,"105 East 106 Street
New York, NY 10029
(40.79270695600047, -73.94729966199964)","(40.79270695600047, -73.94729966199964)",40.7927069560004,-73.94729966199964
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,48,369,369,357,1095,NA,NA,NA,NA,NA,NA,Academy of Environmental Science Secondary High School,26,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH,62.7,192,13.5,18.8,14,4.2,27.6,65.6,2.1,62,38,ACADEMY OF ENVIRONMENTAL SCIENCE SECO,75,41.3,20,NA,NA,NA,NA,NA,NA
04M680,"HERITAGE SCHOOL, THE",31,358,351,345,1054,NA,NA,NA,NA,NA,NA,"Heritage School, The",21,THE HERITAGE SCHOOL,71.8,294,6.8,24.8,12,0.3,28.9,69.4,1,48.6,51.4,HERITAGE SCHOOL  THE,75,56,9.300000000000002,"Heritage School, The",Manhattan,"1680 Lexington Avenue
New York, NY 10029
(40.79187961800045, -73.94658639999966)","(40.79187961800045, -73.94658639999966)",40.7918796180004,-73.94658639999966
05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,1008,NA,NA,NA,NA,NA,NA,Harlem Renaissance High School,17,HARLEM RENAISSANCE HIGH SCHOOL,67.6,222,9.5,10.8,1,0.5,62.2,36.9,0.5,39.2,60.8,HARLEM RENAISSANCE HIGH SCHOOL,81,12.3,22.2,NA,NA,NA,NA,NA,NA
05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,1210,Mott Hall High School,11,11,NA,1,NA,Mott Hall High School,26,MOTT HALL HIGH SCHOOL,78.5,426,8.7,15.5,12,0.9,35,63.8,0.2,53.5,46.5,MOTT HALL HIGH SCHOOL,96,69.8,7.3,Mott Hall High School,Manhattan,"6 Edgecombe Avenue
New York, NY 10030
(40.817361046000485, -73.94770842099967)","(40.817361046000485, -73.94770842099967)",40.81736104600048,-73.94770842099967
05M362,"COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Columbia Secondary School,25,COLUMBIA SECONDARY SCHOOL,46.3,474,0.6,0.4,0,11.6,20,48.5,18.4,49.6,50.4,NA,NA,NA,NA,Columbia Secondary School,Manhattan,"425 West 123 Street
New York, NY 10027
(40.81091785300049, -73.95692738699967)","(40.81091785300049, -73.95692738699967)",40.8109178530004,-73.95692738699967
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,1062,Academy for Social Action: A College Board School,17,17,NA,1,NA,Academy for Social Action: A College Board School,23,ACADEMY FOR SOCIAL ACTION,67,425,9.9,21.6,2,0.5,61.4,38.1,0,48.7,51.3,NA,NA,NA,NA,Academy for Social Action: A College Board School,Manhattan,"509 West 129 Street
New York, NY 10027
(40.815230365000446, -73.95520120599963)","(40.815230365000446, -73.95520120599963)",40.81523036500044,-73.95520120599963
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,1077,NA,NA,NA,NA,NA,NA,Urban Assembly School for the Performing Arts,24,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,77.7,374,6.1,16.6,12,0.5,59.1,38.2,0.8,25.4,74.6,URBAN ASSEMBLY SCHOOL FOR THE PERFORM,62,69.4,16.1,Urban Assembly School for the Performing Arts,Manhattan,"509 West 129 Street
New York, NY 10027
(40.815230365000446, -73.95520120599963)","(40.815230365000446, -73.95520120599963)",40.81523036500044,-73.95520120599963
05M469,CHOIR ACADEMY OF HARLEM,20,354,360,385,1099,CHOIR ACADEMY OF HARLEM,6,6,NA,1,NA,Choir Academy of Harlem,23,CHOIR ACADEMY OF HARLEM,81.9,347,2,13.3,25,0.3,76.1,22.5,0.6,39.8,60.2,CHOIR ACADEMY OF HARLEM,39,56.4,10.3,NA,NA,NA,NA,NA,NA
05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,1374,FREDRICK DOUGLAS SEC. SCHOOL,163,226,159,1.3865030674846626,70.35398230088495,Frederick Douglass Academy,27,FREDERICK DOUGLASS ACADEMY,57.6,1556,2.4,8.9,45,1.2,74.4,22.8,1.3,52.2,47.8,FREDERICK DOUGLASS ACADEMY,259,82.6,3.5,Frederick Douglass Academy,Manhattan,"2581 7Th Avenue
New York, NY 10039
(40.82430838500045, -73.93697961299966)","(40.82430838500045, -73.93697961299966)",40.8243083850004,-73.93697961299966
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,1202,THURGOOD MARSHALL ACADEMY,37,38,NA,1.027027027027027,NA,Thurgood Marshall Academy for Learning and Social Change,23,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIA,65.1,580,1.4,10,0,0.2,78.1,20.9,0.2,44.1,55.9,THURGOOD MARSHALL ACADEMY FOR LEARNIN,95,68.4,10.5,Thurgood Marshall Academy for Learning and Social Change,Manhattan,"200-214 West 135Th Street
New York, NY 10030
(40.81536482900049, -73.94389670999965)","(40.81536482900049, -73.94389670999965)",40.8153648290004,-73.94389670999965
